ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,Count,ont,comparison,direction,symbols,interesting
GO:0006869,lipid transport,68/2924,243/15562,2.788457947541481e-4,0.005128515514507609,0.004097479559699473,68,bp,treatment-effect-on-ko,down,Apoh/Apoe/Apoa2/Acsl1/Acsl6/Osbp2/Slc10a1/Abcg8/Rbp4/Abcb11/Slc27a2/Abcd3/Osbpl9/Scp2/Slco1a4/Slc27a5/Apoa5/Apoa1/Aqp9/Lipc/Tmem30a/Slco2a1/Lcat/Pnpla8/Abcg5/Apoc1/Abca8a/Stard5/Pitpnb/Rft1/Cyp2j5/Fabp1/Cry2,FALSE
GO:0006869,lipid transport,68/2924,243/15562,2.788457947541481e-4,0.005128515514507609,0.004097479559699473,68,bp,treatment-effect-on-ko,up,Pparg/Cd36/Cyp4f18/Gltp/C1qtnf1/Pltp/Pitpna/Ace/Itgb3/Syk/Dab2/Gpihbp1/Runx1/Slc10a2/Abcc1/Abcg1/Anxa1/Msr1/Slco3a1/Tnfrsf11a/Soat1/Il1a/Stx12/Atp11a/Apoa4/Abcc4/Thbs1/Osbpl10/Apobr/Kcnn4/Pla2r1/Prelid2/Atp8b2/Ano6/Selm,FALSE
GO:0006897,endocytosis,137/2924,446/15562,5.335820323290511e-10,1.6744471152026033e-7,1.3378165297407982e-7,137,bp,treatment-effect-on-ko,down,Rab5b/Apoe/Calr/Tusc2/Elmo3/Lrrc16a/Atg3/C2/Eif2ak1/Myo6/Syt1/Mbl1/Asgr2/Rap1gap/Ghr/B2m/Lmbrd1,FALSE
GO:0006897,endocytosis,137/2924,446/15562,5.335820323290511e-10,1.6744471152026033e-7,1.3378165297407982e-7,137,bp,treatment-effect-on-ko,up,Cav2/Itgb2/Pparg/Ramp2/Unc119/Axl/Tgfb1/Cd36/Hck/Bicd1/Coro1c/Cnn2/Clint1/Cyba/Mertk/Clec4f/Dll1/Gata2/Steap2/Fcgr1/Mapkapk2/Abr/Kif3a/Arrb1/Cxcl16/Myo1g/Dbnl/Mrc2/Amn/Syk/Dab2/Lrp12/Nckap1l/Tfrc/App/Ache/Trem2/C3/Aif1/Tnf/Anxa1/Msr1/Cd63/Slc11a1/Marco/Fcgr2b/Mrc1/Abl1/Gsn/Ly75/Itga4/Ehd4/Siglec1/Snx5/Ptpn1/Pld1/Snx7/Pear1/Sdcbp/Ppt1/Wasf2/Fgr/Necap2/Add1/Anxa3/Snx8/Cd9/Siglece/Mfge8/Coro1a/Myo7a/Adm/Pycard/Gas6/Rab27a/Anxa2/Tgfbr2/Trf/Vav1/Plcg2/Cbl/Ramp1/Neurl1b/Cd300a/Ccl2/Stab2/Sh3bp4/Spon2/Serpine1/Tgm2/Sirpa/Txndc5/Picalm/Hip1/Thbs1/Scamp5/Sh3kbp1/Irf8/Ackr3/Adrb2/Snx12/Cd24a/Ccr2/Ntf3/Syt12/Lgals3/Cd14/Treml4/Pld4/Ezr/Pla2r1/Rab39/Rab31/Prtn3/Fcer1g/Fcgr3/Calcrl/Ano6/Wipf1/Bin2,FALSE
GO:0006898,receptor-mediated endocytosis,51/2924,172/15562,3.5698996047276967e-4,0.006311431660330199,0.005042582429064956,51,bp,treatment-effect-on-ko,down,Apoe/Syt1/B2m/Lmbrd1,FALSE
GO:0006898,receptor-mediated endocytosis,51/2924,172/15562,3.5698996047276967e-4,0.006311431660330199,0.005042582429064956,51,bp,treatment-effect-on-ko,up,Cav2/Itgb2/Ramp2/Unc119/Cd36/Bicd1/Dll1/Fcgr1/Kif3a/Arrb1/Cxcl16/Dbnl/Amn/Syk/Dab2/Tfrc/Ache/Msr1/Cd63/Fcgr2b/Mrc1/Itga4/Sdcbp/Ppt1/Cd9/Adm/Anxa2/Tgfbr2/Trf/Plcg2/Cbl/Ramp1/Cd300a/Serpine1/Picalm/Hip1/Ackr3/Adrb2/Cd24a/Ntf3/Syt12/Cd14/Ezr/Pla2r1/Rab31/Fcer1g/Calcrl,FALSE
GO:0006909,phagocytosis,62/2924,140/15562,3.449356048508718e-12,3.463843343912455e-9,2.7674728212350997e-9,62,bp,treatment-effect-on-ko,down,Calr/Tusc2/Elmo3/Atg3/C2/Eif2ak1/Mbl1/Rap1gap,FALSE
GO:0006909,phagocytosis,62/2924,140/15562,3.449356048508718e-12,3.463843343912455e-9,2.7674728212350997e-9,62,bp,treatment-effect-on-ko,up,Pparg/Axl/Tgfb1/Cd36/Hck/Coro1c/Cnn2/Cyba/Mertk/Gata2/Fcgr1/Abr/Myo1g/Syk/Nckap1l/Trem2/C3/Aif1/Tnf/Anxa1/Slc11a1/Marco/Fcgr2b/Abl1/Gsn/Pld1/Pear1/Fgr/Anxa3/Siglece/Mfge8/Coro1a/Myo7a/Pycard/Gas6/Rab27a/Vav1/Cd300a/Ccl2/Spon2/Tgm2/Sirpa/Txndc5/Thbs1/Irf8/Ccr2/Treml4/Pld4/Rab39/Prtn3/Fcer1g/Fcgr3/Ano6/Bin2,FALSE
GO:0006911,"phagocytosis, engulfment",19/2924,35/15562,2.7532843458801124e-6,1.4453114352596942e-4,1.154746250961686e-4,19,bp,treatment-effect-on-ko,up,Pparg/Cd36/Gata2/Fcgr1/Nckap1l/Trem2/Aif1/Fcgr2b/Gsn/Siglece/Mfge8/Cd300a/Sirpa/Thbs1/Treml4/Fcer1g/Fcgr3/Ano6/Bin2,FALSE
GO:0006935,chemotaxis,121/2924,430/15562,1.1006805945439074e-6,6.658454536391517e-5,5.3198398805413194e-5,121,bp,treatment-effect-on-ko,down,Calr/Hspb1/Rarres2/C1qbp/Hrg/Sbds/F7/Apoa1/Ryk/Cmtm8/Efna5/Gas1/Ext1,FALSE
GO:0006935,chemotaxis,121/2924,430/15562,1.1006805945439074e-6,6.658454536391517e-5,5.3198398805413194e-5,121,bp,treatment-effect-on-ko,up,Itgb2/Pdgfb/Sema6b/Efnb2/Tiam1/Tgfb1/Il17ra/Kit/Bmp7/Trpv4/Csf1/Plgrkt/Lsp1/Cxcl16/Ccl6/Ccl9/Sema6a/Lama2/Itgb3/Ntn1/Syk/Lect2/Ednrb/Nckap1l/App/Abcc1/Pla2g7/Aif1/Hbegf/Cd74/Pdgfrb/Csf1r/Anxa1/Adam8/Pdgfa/Nrp2/Sema4c/Sell/Prkcq/Hc/Sema6d/Vcam1/Nr4a3/Csf3r/Hgf/Pdgfra/Pf4/Cxcl1/Flt1/Plxna4/Plxna1/Plxnd1/Vasp/Coro1a/Itgam/L1cam/Plxna3/Mpp1/Gas6/Adgra2/Ednra/Cmtm3/Cmtm7/Rac2/Ptprm/Vav3/Vav1/Sema3f/Gpsm3/Cxcl10/Ccl5/Ccl2/Serpine1/Egr2/Trpm4/Lpar1/Itga9/Prex1/Thbs1/C3ar1/Reln/Ackr3/Cxcr4/Fpr1/Flrt2/Ccr2/Ntf3/C5ar1/Lgals3/Cx3cr1/Adam17/Cysltr1/Lamb2/Adam10/Hmgb2/Ptafr/Fcer1g/Fcgr3/Erbb2/Tubb3/Kdr/Ano6/Ear2/Ecscr/C5ar2/Plxnc1/Tpbgl/Bin2,FALSE
GO:0006935,chemotaxis,121/2924,430/15562,1.1006805945439074e-6,6.658454536391517e-5,5.3198398805413194e-5,121,bp,treatment-effect-on-ko,NA,Itgam,FALSE
GO:0006954,inflammatory response,166/2924,486/15562,2.336350943854332e-16,1.1730818089092602e-12,9.372456260030378e-13,166,bp,treatment-effect-on-ko,down,Serpinf1/Apoe/Rarres2/Tusc2/C1qbp/Egfr/F12/Nr1d2/Ephx2/Il1rap/Cela1/Serping1/Proc/Ndfip1/F2/F3/Park7/Prkcz/Eif2ak1/Apoa1/Crp/Susd4/Gstp1/Gpx1/Serpina1b,TRUE
GO:0006954,inflammatory response,166/2924,486/15562,2.336350943854332e-16,1.1730818089092602e-12,9.372456260030378e-13,166,bp,treatment-effect-on-ko,up,Itgb2/Clec10a/Pparg/Ppard/Axl/Tgfb1/Il17ra/Relb/Elf3/Hck/Ier3/Stat5a/Hdac9/Cd44/Hmox1/Kit/Cyba/Cd163/Tnfaip8l2/Trpv4/Csf1/Cybb/Cd5l/Fcgr1/Ncf1/Il17rb/Plgrkt/Mapkapk2/Abr/Ptgis/Ccl6/Ccl9/Adora2a/Havcr2/Tnip1/Ace/Serpina3n/Aoah/Ly86/Syk/Cd180/Pbk/Tnfrsf10b/Ednrb/Hdac7/Mefv/Pla2g7/Tnfrsf21/C3/Tnf/Csf1r/Anxa1/Rps6ka4/Adam8/Casp1/Slc11a1/Tnfrsf11a/Cd55/Fcgr2b/Prkcq/Hc/Stk39/Rasgrp1/Il1a/Tspan2/Tlr2/Ecm1/Hgf/Pf4/Cxcl1/Tnfrsf1a/Siglece/Pde2a/Nupr1/Itgam/Pycard/Btk/Ednra/Tlr3/Ets1/Fanca/Chst2/Casp4/Tlr13/Fancd2/Uaca/Cd300a/Gpsm3/Cxcl10/Tbxa2r/Ccl5/Nfkbiz/Ccl2/Cd276/Nfkbid/Icam1/Serpine1/Themis2/Tgm2/Aim2/Ackr1/Ctss/Tlr4/Nlrc4/Metrnl/Dusp10/Mcph1/Thbs1/Tlr8/Clcf1/Ctla2a/Tlr7/Tlr1/Tnfrsf26/Adrb2/Cd24a/Ptgs1/Lxn/Ccr2/Gja1/Cd14/Tlr6/Cx3cr1/Nrros/Adam17/Cysltr1/Hmgb2/Ptafr/Fcer1g/Fcgr3/Calcrl/Alox5ap/Prcp/Orm2/Cnr2/Ano6/S1pr3/Naip5/C5ar2/Naip6/Naip2,TRUE
GO:0006954,inflammatory response,166/2924,486/15562,2.336350943854332e-16,1.1730818089092602e-12,9.372456260030378e-13,166,bp,treatment-effect-on-ko,NA,Pde2a/Itgam/Clcf1/Gstp1,TRUE
GO:0006956,complement activation,20/2924,40/15562,7.968277543023527e-6,3.449027719269063e-4,2.755635727446702e-4,20,bp,treatment-effect-on-ko,down,C8g/C1qbp/C9/Masp1/Serping1/C2/Masp2/C8b/Mbl1/Crp/C1rl/Susd4/C1ra,TRUE
GO:0006956,complement activation,20/2924,40/15562,7.968277543023527e-6,3.449027719269063e-4,2.755635727446702e-4,20,bp,treatment-effect-on-ko,up,Cfp/C3/Cd55/Hc/C1qa/C1qc/C1qb,TRUE
GO:0006958,"complement activation, classical pathway",18/2924,26/15562,2.690683533152164e-8,3.578153499476516e-6,2.8588020810501163e-6,18,bp,treatment-effect-on-ko,down,C8g/C1qbp/C9/Serping1/C2/Masp2/C8b/Mbl1/Crp/C1rl/Susd4/C1ra,FALSE
GO:0006958,"complement activation, classical pathway",18/2924,26/15562,2.690683533152164e-8,3.578153499476516e-6,2.8588020810501163e-6,18,bp,treatment-effect-on-ko,up,C3/Cd55/Hc/C1qa/C1qc/C1qb,FALSE
GO:0006959,humoral immune response,39/2924,101/15562,2.4941860002828686e-6,1.3914786563800315e-4,1.1117360055062002e-4,39,bp,treatment-effect-on-ko,down,Aire/C8g/Hist1h2bc/C1qbp/C9/Masp1/Serping1/Tfeb/C2/Masp2/C8b/Mbl1/Crp/C1rl/Susd4/C1ra/B2m,TRUE
GO:0006959,humoral immune response,39/2924,101/15562,2.4941860002828686e-6,1.3914786563800315e-4,1.1117360055062002e-4,39,bp,treatment-effect-on-ko,up,Cfp/Mef2c/Slpi/App/Tnfrsf21/C3/Tnf/Ptprc/Cd55/Fcgr2b/Hc/Adm/Hpx/C1qa/C1qc/C1qb/Spon2/H2-DMa/Exo1/Ccr2/Jchain/H2-Ab1,TRUE
GO:0006979,response to oxidative stress,82/2924,305/15562,2.9524187945221257e-4,0.005371048828730287,0.0042912540144637,82,bp,treatment-effect-on-ko,down,Apoe/Hspb1/Txn2/Sod2/Mgst1/Ndufs2/Sirt2/Endog/Glrx2/Ndufa12/Ndufa6/Sod1/Prdx5/Prdx6/Cat/Car3/Pink1/Park7/Ppargc1b/Gch1/Pdk2/Fabp1/Gstp1/Gpx1/Txnrd2//////Msrb1,FALSE
GO:0006979,response to oxidative stress,82/2924,305/15562,2.9524187945221257e-4,0.005371048828730287,0.0042912540144637,82,bp,treatment-effect-on-ko,up,Mapk7/Akr1b3/Axl/Cd36/Nqo1/Psap/Aqp1/Hmox1/Epor/Trpm2/Gpx3/Pxdn/Cygb/Fbln5/Akr1c18/Mtr/App/Rcan1/Abcc1/Tnf/Impact/Anxa1/Aldh3b1/Hk3/Pycr2/Lcn2/Abl1/Chrna4/Ect2/Nr4a3/Gpx7/Hgf/Nos3/Cd38/Pdgfra/Ddias/Btk/G6pdx/Mmp2/Apoa4/Srxn1/Nudt15/Ucp2/Uaca/Melk/Tlr4/Thbs1/Slc25a24/Ptgs1/Sepn1/Rhob/Pla2r1/Slc8a1/Lig1/Bcl2/Sod3////,FALSE
GO:0006979,response to oxidative stress,82/2924,305/15562,2.9524187945221257e-4,0.005371048828730287,0.0042912540144637,82,bp,treatment-effect-on-ko,NA,Gstp1//////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////,FALSE
GO:0007019,microtubule depolymerization,16/2924,39/15562,0.001069494860695304,0.013733845768672943,0.010972795569012796,16,bp,treatment-effect-on-ko,down,Mid1ip1/Sbds,FALSE
GO:0007019,microtubule depolymerization,16/2924,39/15562,0.001069494860695304,0.013733845768672943,0.010972795569012796,16,bp,treatment-effect-on-ko,up,Trpv4/Sgk1/Aurkb/Nckap5l/Kif18a/Aurka/Arhgef2/Stmn1/Ccsap/Gas2l1/Mid1/Ckap2/Ccnb1/Kif18b,FALSE
GO:0007051,spindle organization,40/2924,121/15562,1.2494199798273735e-4,0.0027514639117163344,0.0021983100383758634,40,bp,treatment-effect-on-ko,down,Sbds/Uvrag,FALSE
GO:0007051,spindle organization,40/2924,121/15562,1.2494199798273735e-4,0.0027514639117163344,0.0021983100383758634,40,bp,treatment-effect-on-ko,up,Spag5/Spc25/Kif11/Aurkb/Cep72/Plk2/Bora/Racgap1/Ndc80/Cep192/Nek2/Knstrn/Tpx2/Aurka/Gpsm2/Stil/Stmn1/Rcc1/Chek2/Plk1/Flna/Ccsap/Kif23/Tubgcp5/Aspm/Kif4/Haus8/Wdr62/Tacc3/Nlrc4/Ckap5/Ccnb1/Ezr/Eml1/Espl1/Cenpj/Psrc1/Aunip,FALSE
GO:0007052,mitotic spindle organization,27/2924,72/15562,1.508493195316611e-4,0.003129811708134175,0.002500594853132494,27,bp,treatment-effect-on-ko,down,Sbds,FALSE
GO:0007052,mitotic spindle organization,27/2924,72/15562,1.508493195316611e-4,0.003129811708134175,0.002500594853132494,27,bp,treatment-effect-on-ko,up,Spc25/Kif11/Aurkb/Plk2/Bora/Racgap1/Ndc80/Nek2/Tpx2/Aurka/Gpsm2/Stil/Stmn1/Rcc1/Chek2/Plk1/Flna/Ccsap/Kif23/Tubgcp5/Kif4/Wdr62/Nlrc4/Ccnb1/Eml1/Psrc1,FALSE
GO:0007059,chromosome segregation,76/2924,248/15562,4.05592738666544e-6,1.9212086234384124e-4,1.534969143056801e-4,76,bp,treatment-effect-on-ko,down,Ciao1/Phb2/Naa60/Sirt2/Top2b/Ube2b/Pttg1/Meiob/Psmg2/Uvrag/Dis3l2,FALSE
GO:0007059,chromosome segregation,76/2924,248/15562,4.05592738666544e-6,1.9212086234384124e-4,1.534969143056801e-4,76,bp,treatment-effect-on-ko,up,Axin2/Spag5/Rec8/Spc25/Kif11/Brca1/Cdc6/Top2a/Trip13/Ska3/Esco2/Nde1/Mis18a/Racgap1/Sgol1/Ndc80/Cep192/Incenp/Cdca5/Chmp6/Sgol2a/Actr3/Cenpf/Nek2/Kif18a/Nusap1/Casc5/Knstrn/Bub1/Dsn1/Ect2/Pmf1/Gem/Smc2/Ndc1/Stil/Rcc1/Cit/Mad2l1/Anapc15/Kif22/Plk1/Cenpn/Syde1/Fancd2/Smc4/Ncaph/Ska1/Cenpt/Cep85/Ncapd2/Ttk/Ywhaq/Cdk5rap2/Ccnb1/Kif14/Cenph/Cenpe/Cdca2/Gsg2/Gen1/Kif18b/Espl1/Nsl1/Psrc1/Cenpw,FALSE
GO:0007067,mitotic nuclear division,112/2924,385/15562,4.666487007042238e-7,3.2542265642165384e-5,2.5999973660581823e-5,112,bp,treatment-effect-on-ko,down,Phb2/Sirt2/Actr8/Igf1/Pttg1/Tom1l1/Psmg2/Jtb/Sh2b1/Fgfr2/Dis3l2/Tcf7l1/Klhl21,FALSE
GO:0007067,mitotic nuclear division,112/2924,385/15562,4.666487007042238e-7,3.2542265642165384e-5,2.5999973660581823e-5,112,bp,treatment-effect-on-ko,up,Pdgfb/Spag5/Tgfb1/Spc25/Bmp7/Kif11/Cdc6/Ywhah/Fam64a/Aurkb/Nedd9/Ska3/Bora/Sh3bp1/Nde1/Mis18a/Racgap1/Cdca3/Sgol1/Ndc80/Tnf/Cep192/Pdgfrb/Incenp/Cdca5/Kif20b/Cep55/Chmp6/Nek2/Mastl/Kif18a/Nusap1/Casc5/Cdc25b/Knstrn/Bub1/Il1a/Tpx2/Aurka/Lrrcc1/Dsn1/Ccna2/Arhgef2/Pmf1/Gem/Smc2/Stil/Rcc1/Kntc1/Anapc5/Cit/Chek2/Mad2l1/Anapc15/Kif22/Plk1/Flna/Cenpn/Ccsap/Ccnb2/Kif23/Zwilch/Ttc28/Reep4/Tubgcp5/Aspm/Kif4/Smc4/Ncaph/Haus8/Ska1/Cenpt/Cep85/Ncapd2/Nlrc4/Htatip2/Ckap5/Rbbp8/Ccnb1/Kif14/Ncapg2/Cdc25c/Cenph/Cenpe/Mis18bp1/Cdca2/Gsg2/Ercc6l/Gen1/Kif18b/Espl1/Ube2s/Tubb3/Nsl1/Psrc1/Oip5/Apitd1/Spc24/Cenpw,FALSE
GO:0007076,mitotic chromosome condensation,6/2924,11/15562,0.008493001359080665,0.06057295429537502,0.048395377062584344,6,bp,treatment-effect-on-ko,up,Cdca5/Nusap1/Smc2/Smc4/Ncaph/Ncapd2,FALSE
GO:0007088,regulation of mitotic nuclear division,36/2924,121/15562,0.0022987494189517883,0.024146487097399433,0.019292081117871097,36,bp,treatment-effect-on-ko,down,Phb2/Igf1/Pttg1/Tom1l1/Psmg2/Sh2b1/Fgfr2,FALSE
GO:0007088,regulation of mitotic nuclear division,36/2924,121/15562,0.0022987494189517883,0.024146487097399433,0.019292081117871097,36,bp,treatment-effect-on-ko,up,Pdgfb/Tgfb1/Bmp7/Kif11/Cdc6/Ywhah/Bora/Sh3bp1/Tnf/Cep192/Pdgfrb/Cdca5/Kif20b/Nek2/Nusap1/Bub1/Il1a/Stil/Rcc1/Cit/Mad2l1/Anapc15/Plk1/Ccsap/Cep85/Ccnb1/Cenpe/Gen1/Espl1,FALSE
GO:0007159,leukocyte cell-cell adhesion,114/2924,416/15562,8.64115089821428e-6,3.708309287173838e-4,2.9627913695991567e-4,114,bp,treatment-effect-on-ko,down,Aire/Il12rb1/Dnaja3/Igf1/Ndfip1/Zap70/Prkcz/Adk/B2m/Gstp1/Ceacam1/Ass1,TRUE
GO:0007159,leukocyte cell-cell adhesion,114/2924,416/15562,8.64115089821428e-6,3.708309287173838e-4,2.9627913695991567e-4,114,bp,treatment-effect-on-ko,up,Itgb2/Itga5/Icosl/Tcf7/Efnb2/Tgfb1/Relb/Ebi3/Il7r/Stat5a/Ly9/Cd44/Kit/Bmp7/Tnfaip8l2/Clec4f/Cd48/H2-M3/Ikzf1/Fyn/Vsir/Adora2a/Stk10/Havcr2/Tnip1/Syk/Ripk3/Nckap1l/Cd86/Tnfrsf21/Aif1/Tnf/Cd74/Anxa1/Fermt3/Adam8/Slc11a1/Ptprc/Prkcq/Apbb1ip/Abl1/Gsn/Itga4/Dll4/Rasgrp1/Vcam1/Nr4a3/Rhoh/Lfng/Ephb4/Coro1a/Itgam/Pycard/Itgal/Sash3/Elf4/Il2rg/L1cam/Il15/Jak3/Apoa4/Rab27a/Tgfbr2/Fanca/Rac2/Fancd2/Vav1/Cd300a/Ccl5/Ccl2/Cd276/Card11/H2-Aa/Nfkbid/Icam1/H2-DMa/Itpkb/Hlx/Prex1/Vsig4/Ctla2a/Cxcr4/Cd24a/Selplg/Ccr2/Lgals3/Adam17/Ptafr/Bcl2/Fcer1g/Fcgr4/Erbb2/Nck2/Lgals1/Treml2/H2-Ab1/Clec4g/Cd80/Sox4/Nrarp/Gimap1/Lrrc32,TRUE
GO:0007159,leukocyte cell-cell adhesion,114/2924,416/15562,8.64115089821428e-6,3.708309287173838e-4,2.9627913695991567e-4,114,bp,treatment-effect-on-ko,NA,Itgam/Gstp1,TRUE
GO:0007160,cell-matrix adhesion,44/2924,165/15562,0.007876687021483777,0.05841779251827185,0.04667348867118817,44,bp,treatment-effect-on-ko,down,Sdc4/Prkcz/Ilk/Arhgap6/Plet1/Whamm/Efna5/Bcas3,FALSE
GO:0007160,cell-matrix adhesion,44/2924,165/15562,0.007876687021483777,0.05841779251827185,0.04667348867118817,44,bp,treatment-effect-on-ko,up,Itgb2/Acvrl1/Mmp14/Tiam1/Epdr1/Cd36/Bcam/Ddr1/Coro1c/Nid1/Tek/Csf1/Cd34/Lims1/Itgb3/Plau/Itgb5/Cd63/Adam8/Col3a1/Itga8/Itga4/Itga6/Vcam1/Adam15/Itgal/Arhgef7/Plekha2/Hpse/Serpine1/Sirpa/Acer2/Thbs1/Bcl2/Col13a1/Kdr,FALSE
GO:0007162,negative regulation of cell adhesion,63/2924,214/15562,9.7955085218114e-5,0.00220552682905897,0.001762128061204779,63,bp,treatment-effect-on-ko,down,Ndfip1/Serpine2/Nat8/Arhgap6/Plet1/Apoa1/Nat8f2/Efna5/Nat8f1/Map2k5/Bcas3/Gstp1/Ceacam1/Ass1,FALSE
GO:0007162,negative regulation of cell adhesion,63/2924,214/15562,9.7955085218114e-5,0.00220552682905897,0.001762128061204779,63,bp,treatment-effect-on-ko,up,Acvrl1/Mmp14/Mapk7/Col1a1/Tgfb1/Klf4/Coro1c/Cd44/Tnfaip8l2/Trpv4/H2-M3/C1qtnf1/Vsir/Adora2a/Havcr2/Tnfrsf21/Myo1f/Cd74/Anxa1/Lpxn/Adam8/Podxl/Ptprc/Abl1/Bmp2/Adam15/Mmp2/Jak3/Cd300a/Cd276/H2-Aa/Nfkbid/Serpine1/Acer2/Hlx/Thbs1/Vsig4/Adrb2/Cd24a/Lgals3/Adam10/Erbb2/Lgals1/Myadm/H2-Ab1/Clec4g/Nrarp/Zfp703/Lrrc32,FALSE
GO:0007162,negative regulation of cell adhesion,63/2924,214/15562,9.7955085218114e-5,0.00220552682905897,0.001762128061204779,63,bp,treatment-effect-on-ko,NA,Gstp1/Myadm,FALSE
GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,111/2924,450/15562,0.0010258580908994648,0.013483857262843488,0.010773064713193331,111,bp,treatment-effect-on-ko,down,Hspb1/Fuz/Sirt2/Igfbp4/Igf1/Egfr/Tom1l1/Anks1/Pde6g/Zap70/Ngef/Pigr/Slc2a8/F3/Prkcz/Fgfr2/F7/Styk1/Pdk2/Serpina12/Efna5/Ghr/Lmbrd1,FALSE
GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,111/2924,450/15562,0.0010258580908994648,0.013483857262843488,0.010773064713193331,111,bp,treatment-effect-on-ko,up,Cav2/Pdgfb/Efnb2/Tiam1/Tgfb1/Lcp2/Hck/Ddr1/Stat5a/Gab2/Matk/Kit/Tek/Csf1/Dll1/Mapkapk2/Myo1c/Pdk4/Fyn/Dcn/Shc2/Flt4/Itgb3/Rhbdf2/Lgmn/Syk/Gfra2/App/Tmem204/Hbegf/Pdgfrb/Csf1r/Zfand5/Cd63/Pdgfa/Nrp2/Ddr2/Prkcq/Abl1/Rassf2/Bmp2/Ptpn1/Schip1/Pdgfc/Hgf/Fgr/Pdgfra/Flt1/Ephb4/C2cd5/Iqgap1/Btk/Adgra2/Plat/Jak3/Nptn/Adgre4/Gpc1/Cbl/Tiparp/Leprot/Ccl2/Spry1/Socs1/Thbs1/Ofd1/Dok4/Mmrn2/Esm1/Sh3tc2/Plaur/Pilra/Fat4/Flrt2/Myof/Ntf3/Adam17/Prkcb/Soga1/Ptp4a3/Erbb2/Kdr/Pilrb2/Pilrb1/Nck2/Dok1/Srsf3/Shkbp1,FALSE
GO:0007229,integrin-mediated signaling pathway,30/2924,75/15562,1.5587502765750265e-5,5.36060625937206e-4,4.282910817611698e-4,30,bp,treatment-effect-on-ko,down,Lims2/Ilk/Apoa1,FALSE
GO:0007229,integrin-mediated signaling pathway,30/2924,75/15562,1.5587502765750265e-5,5.36060625937206e-4,4.282910817611698e-4,30,bp,treatment-effect-on-ko,up,Itgb2/Itga5/Timp1/Gab2/Lama5/Lims1/Plek/Itgb3/Syk/Dab2/Itgb5/Fermt3/Cd63/Col3a1/Itga8/Itga4/Itga6/Adam15/Fgr/Itgam/Itgax/Itgal/Flna/Vav3/Vav1/Itga9/Fcer1g,FALSE
GO:0007229,integrin-mediated signaling pathway,30/2924,75/15562,1.5587502765750265e-5,5.36060625937206e-4,4.282910817611698e-4,30,bp,treatment-effect-on-ko,NA,Itgam,FALSE
GO:0007263,nitric oxide mediated signal transduction,11/2924,17/15562,4.073939663949956e-5,0.0011177732815679088,8.930563163251816e-4,11,bp,treatment-effect-on-ko,down,Apoe,FALSE
GO:0007263,nitric oxide mediated signal transduction,11/2924,17/15562,4.073939663949956e-5,0.0011177732815679088,8.930563163251816e-4,11,bp,treatment-effect-on-ko,up,Cd36/Spink1/Atp2b4/Gucy1b3/Nos3/Mt2/Mt1/Gucy1a3/Thbs1/Rasd1,FALSE
GO:0007264,small GTPase mediated signal transduction,105/2924,444/15562,0.005604871194900904,0.045672296474595496,0.03649034515344678,105,bp,treatment-effect-on-ko,down,Rab5b/Apoe/Dnaja3/Fgd6/Igf1/Tiam2/Eps8l2/Dock9/Ngef/Brap/Lpar2/Apoa1/Arl4d/Arhgap26/Rap1gap/Adra1b/Kalrn/Fbp1/Rab11b,FALSE
GO:0007264,small GTPase mediated signal transduction,105/2924,444/15562,0.005604871194900904,0.045672296474595496,0.03649034515344678,105,bp,treatment-effect-on-ko,up,Foxm1/Rhoc/Tiam1/Rasa4/Hmox1/Csf1/Rnd3/Timp2/Abr/Cyth3/Cyth4/Arrb1/Arhgef25/Dbnl/Gna13/Rasl10b/Ntn1/Plk2/Arhgap31/Fgd2/Aif1/Arap3/Pdgfrb/Arhgdia/Fgd1/Col3a1/Rgl1/Psd4/Rasgrp1/Ect2/Nras/Arhgef2/Iqgap3/Gem/Sdcbp/Wasf2/Rhoh/Rasal1/Col1a2/Kras/Iqgap1/Pak1/Arhgef6/Arhgef7/Ednra/Adgrg1/Rab27a/Srprb/Rac2/Vav3/Fgd5/Vav1/Dhcr24/Rtkn/Adrb1/Rap2b/Rab8b/Spry1/Fgd3/Arl5c/Dock10/Lpar1/Rap1gap2/Ralgps1/Itpkb/Arhgap18/Prex1/Dgkz/Kif14/Rapgef5/Reln/Rhoj/Arl4c/Rasd1/Arhgef39/Rap1b/Rab7b/Arhgef15/Rhob/Rab39/Rab31/Erbb2/Arf2/Klk1b4/Dok1/Rasgrp3,FALSE
