ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,Count,ont,comparison,direction,symbols,interesting
GO:0008202,steroid metabolic process,70/2653,252/15562,1.249852148034502e-5,0.0011677002570149339,0.0010175656073681452,70,bp,treatment-effect-on-ko,up,Cyp17a1/Stat5a/Lbr/Ywhah/Akr1c18/Dab2/App/Cyp39a1/Abcg1/Soat1/Dhrs9/Bmp2/Schip1/Cyp7a1/Pdgfra/Sult1e1/Cyp2b10/Adm/G6pdx/Fgl1/Apoa4/Tiparp/Dhcr24/Igfbp7/Afp,FALSE
GO:0008202,steroid metabolic process,70/2653,252/15562,1.249852148034502e-5,0.0011677002570149339,0.0010175656073681452,70,bp,treatment-effect-on-ko,NA,Comt,FALSE
GO:0008203,cholesterol metabolic process,31/2653,109/15562,0.002051130969349284,0.04275327942080372,0.03725636479007281,31,bp,treatment-effect-on-ko,down,Lmf1/Apoe/Apoa2/Cyp46a1/Ephx2/Sod1/Fech/Tm7sf2/Cyp27a1/Cat/Scp2/Dgat2/Fdx1/Apoa5/Apoa1/Lipc/Scap/Cebpa/Lcat/Cyp7b1/Apoc1/Serpina12,FALSE
GO:0008203,cholesterol metabolic process,31/2653,109/15562,0.002051130969349284,0.04275327942080372,0.03725636479007281,31,bp,treatment-effect-on-ko,up,App/Cyp39a1/Abcg1/Soat1/Cyp7a1/G6pdx/Fgl1/Apoa4/Dhcr24,FALSE
GO:0008391,arachidonic acid monooxygenase activity,23/2634,47/15510,4.297986883543386e-7,5.766870142211813e-5,5.0246293109034324e-5,23,mf,treatment-effect-on-ko,down,Cyp2d26/Cyp4f14/Cyp2c44/Cyp2e1/Cyp2j5/Cyp2j6/Cyp2f2/Cyp2a12/Cyp2d22/Cyp2c67/Cyp2d40/Cyp2d9/Cyp2a22/Cyp2d10/Cyp2d12,FALSE
GO:0008391,arachidonic acid monooxygenase activity,23/2634,47/15510,4.297986883543386e-7,5.766870142211813e-5,5.0246293109034324e-5,23,mf,treatment-effect-on-ko,up,Cyp4f18/Cyp2c55/Cyp4a31/Cyp4a14/Cyp2b10/Cyp2b9/Cyp4a10/Cyp2a4,FALSE
GO:0008392,arachidonic acid epoxygenase activity,21/2634,45/15510,3.604044975729008e-6,3.6611090211780505e-4,3.189895947816289e-4,21,mf,treatment-effect-on-ko,down,Cyp2d26/Cyp2c44/Cyp2e1/Cyp2j5/Cyp2j6/Cyp2f2/Cyp2a12/Cyp2d22/Cyp2c67/Cyp2d40/Cyp2d9/Cyp2a22/Cyp2d10/Cyp2d12,FALSE
GO:0008392,arachidonic acid epoxygenase activity,21/2634,45/15510,3.604044975729008e-6,3.6611090211780505e-4,3.189895947816289e-4,21,mf,treatment-effect-on-ko,up,Cyp4f18/Cyp2c55/Cyp4a31/Cyp2b10/Cyp2b9/Cyp4a10/Cyp2a4,FALSE
GO:0008395,steroid hydroxylase activity,28/2634,64/15510,4.7308204612073937e-7,5.766870142211813e-5,5.0246293109034324e-5,28,mf,treatment-effect-on-ko,down,Cyp2d26/Cyp2c44/Cyp2e1/Cyp27a1/Cyp2u1/Cyp3a25/Fdx1/Cyp7b1/Cyp8b1/Cyp2j5/Cyp2j6/Cyp2f2/Cyp2a12/Cyp3a59/Cyp2d22/Cyp2c67/Cyp2d40/Cyp2d9/Cyp2a22/Cyp2d10/Cyp2d12,FALSE
GO:0008395,steroid hydroxylase activity,28/2634,64/15510,4.7308204612073937e-7,5.766870142211813e-5,5.0246293109034324e-5,28,mf,treatment-effect-on-ko,up,Cyp17a1/Cyp39a1/Cyp2c55/Cyp7a1/Cyp2b10/Cyp2b9/Cyp2a4,FALSE
GO:0008514,organic anion transmembrane transporter activity,42/2634,150/15510,4.899132307129037e-4,0.014219148291405467,0.01238903382930626,42,mf,treatment-effect-on-ko,down,Slc22a18/Slc13a2/Ctns/Slc38a3/Slc13a5/Slc10a1/Slc38a4/Abcb11/Slc6a9/Slc6a13/Slc6a12/Slco1a4/Slco2a1/Slc17a3/Slco1a1/Slc17a5/Slc22a30/Slc22a28,FALSE
GO:0008514,organic anion transmembrane transporter activity,42/2634,150/15510,4.899132307129037e-4,0.014219148291405467,0.01238903382930626,42,mf,treatment-effect-on-ko,up,Slc7a7/Slc16a12/Serinc3/Slc6a8/Slc16a7/Slc1a4/Slc7a8/Abcc5/Slc10a2/Abcc1/Slc38a1/Slco3a1/Slc7a6/Slc37a2/Abcc4/Slc16a9/Slc43a2/Slc25a24/Slc26a10/Slc7a1/Slc16a6/Slc36a4/Slc16a5/Slc22a26,FALSE
GO:0008610,lipid biosynthetic process,106/2653,472/15562,0.0012861562555046993,0.029439998692515824,0.025654811644084563,106,bp,treatment-effect-on-ko,down,Apoe/Apoa2/Pigyl/Hsd11b1/Acsl1/Igf1/Acsl6/Akr1c21/0610007P14Rik/Elovl2/Srd5a1/Fitm1/Sod1/Tm7sf2/Pcx/Ormdl2/Cyp27a1/Pecr/Slc27a2/Pck1/Abcd3/Hint2/St3gal3/Scp2/Mecr/Hsd17b11/Sirt4/Slc27a5/Dgat2/Ndufab1/Acsm3/Gpat4/Tecr/Hsd17b2/Fdx1/Apoa5/Apoa1/Lipc/Scap/Trib3/Acsm1/Sdr42e1/Lcat/Pnpla8/Decr2/Aldh8a1/Wdtc1/Hsd3b5/Elovl3/Cyp7b1/Baat/Serpina12/Pyurf/Fads6/Chpt1/Hsd3b2/H2-Ke6/Mlycd/Dolk/Dpm1,FALSE
GO:0008610,lipid biosynthetic process,106/2653,472/15562,0.0012861562555046993,0.029439998692515824,0.025654811644084563,106,bp,treatment-effect-on-ko,up,Pdgfb/Ppard/Cyp17a1/Lbr/Lpl/Brca1/Pgs1/Ptgis/Isyna1/Pdk4/Sptlc2/Akr1c18/Syk/Hexb/Plpp1/Dab2/Cyp39a1/Abcg1/C3/Scd2/Pdgfa/Dhrs9/Bmp2/Acss1/Pld1/Cyp7a1/Far1/Piga/G6pdx/St3gal2/Apoa4/Plscr1/Lpcat2/Myo5a/Dhcr24/Igfbp7/Acer2/St8sia4/Rbp1/Ptges/B4galt6/Rdh9/Adgrf5/St8sia3/St6galnac2/Gm20716/St6galnac4,FALSE
GO:0008652,cellular amino acid biosynthetic process,24/2653,71/15562,4.559736828530702e-4,0.014969136035768556,0.013044510276080562,24,bp,treatment-effect-on-ko,down,Mri1/Pah/Adi1/Mthfd1/Cbs/Got1/Asl/Cps1/Agxt/Park7/Otc/Gch1/Gls2/Sephs2/Ass1,FALSE
GO:0008652,cellular amino acid biosynthetic process,24/2653,71/15562,4.559736828530702e-4,0.014969136035768556,0.013044510276080562,24,bp,treatment-effect-on-ko,up,Fpgs/Mtr/Psat1/Aldh18a1/Gls/Atp2b4/Pycr2/Gatm/Psph,FALSE
GO:0008875,gluconate dehydrogenase activity,10/2634,24/15510,0.0038190011659841616,0.04519769341101644,0.03938040037279529,10,mf,treatment-effect-on-ko,down,Akr1c21/Akr1c13/Adh5/Bdh2/Sdr42e1/Hsd3b5/Sdr9c7/H2-Ke6,FALSE
GO:0008875,gluconate dehydrogenase activity,10/2634,24/15510,0.0038190011659841616,0.04519769341101644,0.03938040037279529,10,mf,treatment-effect-on-ko,up,Kcnab2/Htatip2,FALSE
GO:0009055,electron carrier activity,22/2634,65/15510,7.199963065306297e-4,0.018673946758741226,0.016270465247243123,22,mf,treatment-effect-on-ko,down,Cox5a/Txnrd3/Gcdh/Sdhb/Surf1/Cox7c/Glrx2/Ndufa12/Cyc1/Ndufs1/Ivd/Acox3/Acad12/Acad10/Acadsb/Cox4i1/Acad8/Fdx1/Cox6a1/Aox3/Acad11,FALSE
GO:0009055,electron carrier activity,22/2634,65/15510,7.199963065306297e-4,0.018673946758741226,0.016270465247243123,22,mf,treatment-effect-on-ko,up,Cybb/Cox6b2,FALSE
GO:0009060,aerobic respiration,18/2653,53/15562,0.0021277811247779306,0.04308783614260757,0.037547906572115146,18,bp,treatment-effect-on-ko,down,Oxa1l/Idh3g/Sdhb/Mdh1/Ogdh/Pdhb/Sucla2/Sirt3/Uqcrc1/Fh1/Cat/Idh3b/Uqcrc2/Cox4i1/Ndufv1/Mtfr1l/Suclg1,FALSE
GO:0009060,aerobic respiration,18/2653,53/15562,0.0021277811247779306,0.04308783614260757,0.037547906572115146,18,bp,treatment-effect-on-ko,up,Mtfr2,FALSE
GO:0009060,aerobic respiration,18/2653,53/15562,0.0021277811247779306,0.04308783614260757,0.037547906572115146,18,bp,treatment-effect-on-ko,NA,Uqcrc1,FALSE
GO:0009063,cellular amino acid catabolic process,37/2653,75/15562,1.1648810662663792e-10,1.4531891301673081e-7,1.2663483380911612e-7,37,bp,treatment-effect-on-ko,down,Ftcd/Prodh/Amdhd1/Pipox/Afmid/Arg1/Hal/Pah/Gstz1/Aldh6a1/Auh/Hgd/Csad/Hoga1/Got1/Agxt/Kynu/Ivd/Dtd1/Tdo2/Hpd/Sds/Hibadh/Aldh1l1/Fah/Otc/Ido2/Acad8/Hibch/Gls2/Aadat/Bckdha/Ddo,FALSE
GO:0009063,cellular amino acid catabolic process,37/2653,75/15562,1.1648810662663792e-10,1.4531891301673081e-7,1.2663483380911612e-7,37,bp,treatment-effect-on-ko,up,Ddah2/Gls/Atp2b4/Nos3,FALSE
GO:0009064,glutamine family amino acid metabolic process,22/2653,60/15562,2.104891306443646e-4,0.009749729463079023,0.008496178127197437,22,bp,treatment-effect-on-ko,down,Prodh/Amdhd1/Arg1/Nit2/Got1/Asl/Cps1/Sirt4/Fah/Otc/Gls2/Aadat/Ass1,FALSE
GO:0009064,glutamine family amino acid metabolic process,22/2653,60/15562,2.104891306443646e-4,0.009749729463079023,0.008496178127197437,22,bp,treatment-effect-on-ko,up,Slc7a7/Ddah2/Fpgs/Aldh18a1/Gls/Atp2b4/Pycr2/Nos3/Ctps2,FALSE
GO:0009065,glutamine family amino acid catabolic process,9/2653,20/15562,0.0033140283296095472,0.05713453761636067,0.04978858240548168,9,bp,treatment-effect-on-ko,down,Prodh/Arg1/Got1/Fah/Gls2,FALSE
GO:0009065,glutamine family amino acid catabolic process,9/2653,20/15562,0.0033140283296095472,0.05713453761636067,0.04978858240548168,9,bp,treatment-effect-on-ko,up,Ddah2/Gls/Atp2b4/Nos3,FALSE
GO:0009072,aromatic amino acid family metabolic process,11/2653,22/15562,3.859082599906151e-4,0.013764306079945927,0.011994588844268881,11,bp,treatment-effect-on-ko,down,Haao/Afmid/Pah/Gstz1/Hgd/Kynu/Tdo2/Hpd/Fah/Ido2/Aadat,FALSE
GO:0009074,aromatic amino acid family catabolic process,10/2653,13/15562,3.537230657270105e-6,4.770481345885899e-4,4.157126556239774e-4,10,bp,treatment-effect-on-ko,down,Afmid/Pah/Gstz1/Hgd/Kynu/Tdo2/Hpd/Fah/Ido2/Aadat,FALSE
GO:0009081,branched-chain amino acid metabolic process,9/2653,15/15562,2.2336442583453594e-4,0.009951682901020843,0.008672165818820188,9,bp,treatment-effect-on-ko,down,Aldh6a1/Auh/Ivd/Hibadh/Acad8/Hibch/Ghr/Bckdha,FALSE
GO:0009081,branched-chain amino acid metabolic process,9/2653,15/15562,2.2336442583453594e-4,0.009951682901020843,0.008672165818820188,9,bp,treatment-effect-on-ko,up,Stat5a,FALSE
GO:0009083,branched-chain amino acid catabolic process,7/2653,11/15562,7.222127566582446e-4,0.020711733653589887,0.018048765261677004,7,bp,treatment-effect-on-ko,down,Aldh6a1/Auh/Ivd/Hibadh/Acad8/Hibch/Bckdha,FALSE
GO:0009108,coenzyme biosynthetic process,28/2653,86/15562,3.2447005113648165e-4,0.012551205854039097,0.010937460475273813,28,bp,treatment-effect-on-ko,down,Ndufa9/Haao/Coasy/Gcdh/Pdhx/Qdpr/Pnpo/Mthfd1/Pcbd2/Pdhb/Kynu/Nfs1/Qprt/Coq9/Pts/Pank1/Gch1/Aspdh/Pdk2/Mat2b/Flad1/Mlycd/Vkorc1,FALSE
GO:0009108,coenzyme biosynthetic process,28/2653,86/15562,3.2447005113648165e-4,0.012551205854039097,0.010937460475273813,28,bp,treatment-effect-on-ko,up,Fpgs/Pdk4/Acss1/G6pdx/Pdk3,FALSE
GO:0009109,coenzyme catabolic process,7/2653,13/15562,0.0027330425373074904,0.05043744182063359,0.043952551874493706,7,bp,treatment-effect-on-ko,down,Aldh1l1/Nudt7/Aspdh/Mlycd,FALSE
GO:0009109,coenzyme catabolic process,7/2653,13/15562,0.0027330425373074904,0.05043744182063359,0.043952551874493706,7,bp,treatment-effect-on-ko,up,Cyp4f18/Ncf1/Cbr3,FALSE
GO:0009116,nucleoside metabolic process,64/2653,271/15562,0.003288814552448933,0.05713453761636067,0.04978858240548168,64,bp,treatment-effect-on-ko,down,Cox5a/Atp5f1/Coasy/Gnmt/Ctns/Adssl1/Surf1/Igf1/Ogdh/Uqcrb/Mccc2/Ndufb9/Atp5o/Ndufv2/Sdhaf2/Ak3/Atp5a1/Uqcrc1/Atp5c1/Ndufs1/Ndufa10/Uck2/Nme7/Upp2/Pink1/Park7/Slc25a33/Dera/Uqcrc2/Nudt7/Coq9/Cox4i1/Acpp/Pfkm/Dpyd/Mcee/Pank1/Gadd45gip1/Macrod1/Adk/Mat2b/Chchd10/Fbp1/Nme3/Mlycd,FALSE
GO:0009116,nucleoside metabolic process,64/2653,271/15562,0.003288814552448933,0.05713453761636067,0.04978858240548168,64,bp,treatment-effect-on-ko,up,Tgfb1/Impdh1/Ier3/Dnmt1/Ampd3/Upp1/Dnmt3a/Pfkp/Entpd5/Myc/Nt5c2/Ak1/Gale/Cda/Dck/Pkm/Hk1/Atpif1/Ldha,FALSE
GO:0009116,nucleoside metabolic process,64/2653,271/15562,0.003288814552448933,0.05713453761636067,0.04978858240548168,64,bp,treatment-effect-on-ko,NA,Uqcrc1,FALSE
GO:0009117,nucleotide metabolic process,111/2653,472/15562,1.641350475579809e-4,0.008273069568831563,0.007209376730058683,111,bp,treatment-effect-on-ko,down,Cox5a/Atp5f1/Haao/Coasy/Idh3g/Apoe/Ctns/Gcat/Pdhx/Adssl1/Surf1/Hsd11b1/Igf1/Mdh1/Ogdh/Mthfd1/Uqcrb/Mccc2/Pdhb/Ndufb9/Atp5o/Enpp5/Cbs/Ndufv2/Grm8/Sdhaf2/Ak3/Prdx5/Atp5a1/Uqcrc1/Atp5c1/Ndufs1/Ndufa10/Uck2/Nme7/Upp2/Kynu/Idh3b/Npr2/Pink1/Park7/Slc25a33/Dera/Qprt/Uqcrc2/Nudt7/Coq9/Cox4i1/Pde4c/Fdx1/Acpp/Pfkm/Mcee/Pank1/Gadd45gip1/Aspdh/Adk/Flad1/Chchd10/Fbp1/Nme3/Mlycd,FALSE
GO:0009117,nucleotide metabolic process,111/2653,472/15562,1.641350475579809e-4,0.008273069568831563,0.007209376730058683,111,bp,treatment-effect-on-ko,up,Ramp2/Tgfb1/Impdh1/Ier3/Ampd3/Ncf1/Cep290/Adora2a/Upp1/Pfkp/Entpd5/Rnaseh2b/Myc/Nt5c2/Tyms/Ak1/Npr1/Gucy1b3/Gale/Cda/Kcnab2/Pgd/Nos3/Dck/Atp2b2/Pde2a/Adm/Rrm1/Ctps2/G6pdx/Ednra/Adcy7/Slc37a2/Pkm/Mb21d1/Oas2/Nudt15/Gucy1a3/Ramp1/Cxcl10/P2ry13/Hk1/Akap12/Lpar1/Pck2/Adrb2/Atpif1/Calcrl/Ldha,FALSE
GO:0009117,nucleotide metabolic process,111/2653,472/15562,1.641350475579809e-4,0.008273069568831563,0.007209376730058683,111,bp,treatment-effect-on-ko,NA,Uqcrc1/Pde2a,FALSE
GO:0009308,amine metabolic process,32/2653,107/15562,6.951733391341449e-4,0.020453551751542193,0.017823778564628374,32,bp,treatment-effect-on-ko,down,Comt/Haao/Abhd3/Inmt/Apoa2/Afmid/Paox/Kynu/Tdo2/Park7/Sirt4/Gpat4/Ido2/Apoa5/Apoa1/Lipc/Lcat/Pnpla8/Agmat/Aadat/Chpt1,FALSE
GO:0009308,amine metabolic process,32/2653,107/15562,6.951733391341449e-4,0.020453551751542193,0.017823778564628374,32,bp,treatment-effect-on-ko,up,Slc7a7/Sptlc2/Ache/Sat1/Atp2b4/Smox/Vcam1/Smpdl3b/Pla2g15/Apoa4/Lpcat2,FALSE
GO:0009308,amine metabolic process,32/2653,107/15562,6.951733391341449e-4,0.020453551751542193,0.017823778564628374,32,bp,treatment-effect-on-ko,NA,Comt,FALSE
GO:0009310,amine catabolic process,9/2653,12/15562,1.609330829187699e-5,0.0014088703223941435,0.0012277277295243553,9,bp,treatment-effect-on-ko,down,Afmid/Paox/Kynu/Tdo2/Ido2/Aadat,FALSE
GO:0009310,amine catabolic process,9/2653,12/15562,1.609330829187699e-5,0.0014088703223941435,0.0012277277295243553,9,bp,treatment-effect-on-ko,up,Sat1/Atp2b4/Smox,FALSE
GO:0009617,response to bacterium,82/2653,348/15562,0.0010412815822543919,0.025596034952952786,0.022305077605874475,82,bp,treatment-effect-on-ko,down,Irf3/Mgst1/Tusc2/Sirt2/Rnf5/Hist1h2bc/Cps1/Adh5/Mbl1/Adh7/B2m/Gstp1/H2-K1/Gpx1,FALSE
GO:0009617,response to bacterium,82/2653,348/15562,0.0010412815822543919,0.025596034952952786,0.022305077605874475,82,bp,treatment-effect-on-ko,up,Ppard/Axl/Tgfb1/Cd36/Hck/Il27ra/Relt/Fcgr1/Ncf1/H2-M3/Mapkapk2/Slpi/Abr/Ptger1/Fuca2/Havcr2/Ace/Syk/Cd180/Tnfrsf10b/App/Cd86/Tnfrsf21/Myo1f/Casp1/Slc11a1/Tnfrsf11a/Fcgr2b/Abl1/Pld1/Tlr2/Gbp2/Nos3/Gbp9/Plac8/Cxcl1/Anxa3/Kcnj8/Tnfrsf1a/Adm/Pycard/Rps6ka3/Ednra/Cxcl10/Stab2/Spon2/Ptger2/Nod1/Cd84/Prdm1/Tlr4/Dusp10/Irf8/Tlr1/Tlr9/Cd24a/C5ar1/Nlrc3/Cd14/Tlr6/Adam17/Hmgb2/Tnfaip8/Cnr2/Naip5/Raet1d/Raet1d/Naip2,FALSE
GO:0009617,response to bacterium,82/2653,348/15562,0.0010412815822543919,0.025596034952952786,0.022305077605874475,82,bp,treatment-effect-on-ko,NA,Gstp1,FALSE
GO:0009620,response to fungus,13/2653,31/15562,9.705605981401251e-4,0.024552482484094994,0.021395697741123598,13,bp,treatment-effect-on-ko,down,Hrg,FALSE
GO:0009620,response to fungus,13/2653,31/15562,9.705605981401251e-4,0.024552482484094994,0.021395697741123598,13,bp,treatment-effect-on-ko,up,Tgfb1/Il17ra/Ncf1/Syk/App/Clec4n/Tlr2/Cxcl1/Btk/Cotl1/Spon2/Bak1,FALSE
GO:0009636,response to toxic substance,43/2653,144/15562,9.680751114401207e-5,0.00596382074825457,0.005197034808783806,43,bp,treatment-effect-on-ko,down,Apoe/Inmt/Sod2/Mgst1/Endog/Ddc/Ephx2/Sod1/Prdx5/Gsto1/Prdx6/Cat/Pink1/Park7/Gstk1/Gch1/Cyp2f2/Fabp1/Glyat/Gpx1/Txnrd2//////Ass1/Vkorc1,FALSE
GO:0009636,response to toxic substance,43/2653,144/15562,9.680751114401207e-5,0.00596382074825457,0.005197034808783806,43,bp,treatment-effect-on-ko,up,Cd36/Nqo1/Ahr/Pxdn/Cygb/Fbln5/Scn8a/Mgst3/Lcn2/Gpx7/Nos3/Mt2/Ets1/Apoa4/Hid1/Gstm2/Mbp/Bcl2/Bak1/Sod3////,FALSE
GO:0009636,response to toxic substance,43/2653,144/15562,9.680751114401207e-5,0.00596382074825457,0.005197034808783806,43,bp,treatment-effect-on-ko,NA,/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////,FALSE
GO:0009897,external side of plasma membrane,78/2691,256/15746,7.941902749374621e-8,1.103738690722934e-5,9.500275269939367e-6,78,cc,treatment-effect-on-ko,down,Il12rb1/Apoe/Calr/Ctsl/Arsa/Serpine2/Clec2d/Scnn1a/Plet1//////Serpina5/Efna5/B2m/H2-K1/Ceacam1,FALSE
GO:0009897,external side of plasma membrane,78/2691,256/15746,7.941902749374621e-8,1.103738690722934e-5,9.500275269939367e-6,78,cc,treatment-effect-on-ko,up,Itga5/Icosl/Vwf/Spa17/Cd36/Cd33/Cd244/Adgre1/Cd44/Kit/Epor/Tnfrsf13b/Fcgr1/H2-M3/Vsir/Ace/Itgb3/Ctsb/Osmr/Tfrc/Cd86/Abcg1/Tnfrsf11a/Ptprc/Cd55/Fcgr2b/Ly75/Itga4/Itga6/Chrna4/Anxa5/Vcam1/Tlr2/Pdgfra/Cd9/Siglece/Mfge8/Itgam/Itgax/Itgal/Il2rg/Cdh5/Robo4/Mcam/Tgfbr2/Trf/Folr2/Cxcl10/Stab2/Cd276/Icam1/Tlr4/Dlk1/////Cd24a/Ccr2/Cd14/Cd200r4/Kdr/H2-Ab1/Heg1/Raet1d/Raet1d/Ulbp1/Tnfsf13,FALSE
GO:0009897,external side of plasma membrane,78/2691,256/15746,7.941902749374621e-8,1.103738690722934e-5,9.500275269939367e-6,78,cc,treatment-effect-on-ko,NA,Itgam//////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////,FALSE
GO:0010466,negative regulation of peptidase activity,54/2653,177/15562,6.69962009142889e-6,7.959786727673848e-4,6.936373583381641e-4,54,bp,treatment-effect-on-ko,down,Dnaja3/Itih1/Igf1/Serping1/Prdx5/Serpine2/Serpinc1/Park7/Herpud1/Serpina5/Serpina12/Fabp1/Serpina3k/Serpina9/Map2k5/Mug1/Serpina11/Gpx1/Serpina3c/Serpina1d/Serpina1a/Serpina1b/Ubxn1/Serpina1e/Serpina1c,FALSE
GO:0010466,negative regulation of peptidase activity,54/2653,177/15562,6.69962009142889e-6,7.959786727673848e-4,6.936373583381641e-4,54,bp,treatment-effect-on-ko,up,Timp1/Cstb/Cd44/Slpi/Birc5/Arrb1/Timp3/Adora2a/Serpina3n/Papln/App/Pi16/Spink1/Serpinb8/Tfpi/Ecm1/Hgf/Rps6ka3/Gas6/Dhcr24/Picalm/Mkl1/Sfn/Lxn/Tnfaip8/Serpina3f/Wfdc3/Naip2/Serpina3m/Cdkn2d,FALSE
GO:0010543,regulation of platelet activation,12/2653,31/15562,0.0033903568689985144,0.05713453761636067,0.04978858240548168,12,bp,treatment-effect-on-ko,down,Apoe/Hrg/Zap70/Serpine2,FALSE
GO:0010543,regulation of platelet activation,12/2653,31/15562,0.0033903568689985144,0.05713453761636067,0.04978858240548168,12,bp,treatment-effect-on-ko,up,Pdgfb/C1qtnf1/Syk/Pdgfa/Prkcq/Pdgfra/Tlr4/Adrb2,FALSE
GO:0010594,regulation of endothelial cell migration,32/2653,101/15562,2.2210663064848817e-4,0.009951682901020843,0.008672165818820188,32,bp,treatment-effect-on-ko,down,Apoh/Serpinf1/Apoe/Hspb1/Hrg/Csnk2b/Atoh8/Map2k5/Bcas3,FALSE
GO:0010594,regulation of endothelial cell migration,32/2653,101/15562,2.2210663064848817e-4,0.009951682901020843,0.008672165818820188,32,bp,treatment-effect-on-ko,up,Pdgfb/Acvrl1/Tgfb1/Hdac9/Tek/Amotl1/Stc1/Sparc/Dcn/Flt4/Itgb3/Vash1/Hdac7/Dll4/Anxa3/Adgra2/Bmper/Ets1/Mmrn2/Rhob/Prcp/Kdr/Gdf2,FALSE
GO:0010596,negative regulation of endothelial cell migration,14/2653,35/15562,0.0010940850823701826,0.02650235223799617,0.023094867017226493,14,bp,treatment-effect-on-ko,down,Apoh/Serpinf1/Apoe/Hrg/Csnk2b/Map2k5,FALSE
GO:0010596,negative regulation of endothelial cell migration,14/2653,35/15562,0.0010940850823701826,0.02650235223799617,0.023094867017226493,14,bp,treatment-effect-on-ko,up,Acvrl1/Tgfb1/Stc1/Dcn/Vash1/Dll4/Mmrn2/Gdf2,FALSE
GO:0010631,epithelial cell migration,54/2653,200/15562,2.581371218312634e-4,0.010645489569735574,0.009276767727576766,54,bp,treatment-effect-on-ko,down,Apoh/Serpinf1/Apoe/Hspb1/Pbld2/Hrg/Csnk2b/Epb41l4b/Apoa1/Atoh8/Map2k5/Bcas3/Gpx1,FALSE
GO:0010631,epithelial cell migration,54/2653,200/15562,2.581371218312634e-4,0.010645489569735574,0.009276767727576766,54,bp,treatment-effect-on-ko,up,Itgb2/Pdgfb/Acvrl1/Efnb2/Ppard/Tgfb1/Gab2/Coro1c/Hdac9/Kit/Tek/Amotl1/Stc1/Sparc/Gipc1/Dcn/Flt4/Itgb3/Vash1/Hdac7/Cd63/Pkn3/Dll4/Glipr2/Nos3/Anxa3/Ephb4/Plxnd1/Adgra2/Bmper/Ets1/Tgfbr2/Loxl2/Prkx/Mmrn2/Arsb/Rhob/Ptp4a3/Prcp/Kdr/Gdf2,FALSE
GO:0010633,negative regulation of epithelial cell migration,17/2653,49/15562,0.0021587092255815413,0.04308783614260757,0.037547906572115146,17,bp,treatment-effect-on-ko,down,Apoh/Serpinf1/Apoe/Pbld2/Hrg/Csnk2b/Map2k5,FALSE
GO:0010633,negative regulation of epithelial cell migration,17/2653,49/15562,0.0021587092255815413,0.04308783614260757,0.037547906572115146,17,bp,treatment-effect-on-ko,up,Acvrl1/Tgfb1/Coro1c/Stc1/Dcn/Vash1/Cd63/Dll4/Mmrn2/Gdf2,FALSE
GO:0010742,macrophage derived foam cell differentiation,10/2653,21/15562,0.001156675128990025,0.02763891884967978,0.024085301923431533,10,bp,treatment-effect-on-ko,down,Crp,FALSE
GO:0010742,macrophage derived foam cell differentiation,10/2653,21/15562,0.001156675128990025,0.02763891884967978,0.024085301923431533,10,bp,treatment-effect-on-ko,up,Pparg/Cd36/Csf1/Lpl/Itgb3/Prkch/Abcg1/Msr1/Soat1,FALSE
GO:0010743,regulation of macrophage derived foam cell differentiation,9/2653,19/15562,0.0021442103307095016,0.04308783614260757,0.037547906572115146,9,bp,treatment-effect-on-ko,down,Crp,TRUE
GO:0010743,regulation of macrophage derived foam cell differentiation,9/2653,19/15562,0.0021442103307095016,0.04308783614260757,0.037547906572115146,9,bp,treatment-effect-on-ko,up,Pparg/Cd36/Csf1/Lpl/Itgb3/Prkch/Abcg1/Msr1,TRUE
GO:0010770,positive regulation of cell morphogenesis involved in differentiation,41/2653,159/15562,0.0033756589532696626,0.05713453761636067,0.04978858240548168,41,bp,treatment-effect-on-ko,down,Apoe/Calr/C1qbp/Lrrc16a/Ilk/Dixdc1/Apoa1/Efna5/Fbxo31,FALSE
